Gene,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
PTF1A,-0.6525722,0.28861833,0.14829385,-0.16670762,-0.104800165,0.011164492,0.3943823,0.09817399,0.38982058,0.058665123,0.22779791,-0.023242714,-0.032901123,0.5099142,0.3869337,0.7911953,-0.56486535,0.7527268,-0.23515296,-0.008489607,0.10936363,0.3770619,0.29106912,0.3927934,-0.37513545,0.25180614,0.0019586794,-0.043419562,-0.1175771,0.18638277,0.62005764,0.42339444,0.06565992,0.37280017,-0.17849088,0.5890302,0.27034277,0.27363017,0.042023994,-0.40027675,0.13752706,0.8425191,0.6481996,-0.17694078,0.24101917,-0.20317024,-0.05202759,0.33200175,0.21536943,-0.022372186,0.17092511,0.24209662,-0.149717,0.328415,0.2787997,0.65517694,0.1775839,-0.45282066,0.20000815,0.09189321,0.026825067,0.053657338,0.3329453,-0.008069225
PTGDS,-0.6525722,0.28861833,0.14829385,-0.16670762,-0.104800165,0.011164492,0.3943823,0.09817399,0.38982058,0.058665123,0.22779791,-0.023242714,-0.032901123,0.5099142,0.3869337,0.7911953,-0.56486535,0.7527268,-0.23515296,-0.008489607,0.10936363,0.3770619,0.29106912,0.3927934,-0.37513545,0.25180614,0.0019586794,-0.043419562,-0.1175771,0.18638277,0.62005764,0.42339444,0.06565992,0.37280017,-0.17849088,0.5890302,0.27034277,0.27363017,0.042023994,-0.40027675,0.13752706,0.8425191,0.6481996,-0.17694078,0.24101917,-0.20317024,-0.05202759,0.33200175,0.21536943,-0.022372186,0.17092511,0.24209662,-0.149717,0.328415,0.2787997,0.65517694,0.1775839,-0.45282066,0.20000815,0.09189321,0.026825067,0.053657338,0.3329453,-0.008069225
PTPRA,-0.6337603,0.17990357,0.14020698,-0.15963525,-0.05305417,0.08902393,0.39726263,0.14329633,0.27337998,0.046118073,0.1110721,0.0723754,-0.025616467,0.30216488,0.18758121,0.61064494,-0.552219,0.6960033,-0.24116285,-0.018055934,0.11111816,0.4162618,0.16672659,0.3510184,-0.38152722,0.111935794,0.0030189315,-0.031574164,-0.11780357,0.18673463,0.40294668,0.49898928,0.06381311,0.32144025,-0.16975638,0.58298063,0.26353857,0.2616659,0.04174465,-0.46660873,0.12416126,0.5261574,0.5441015,-0.16291294,0.23811658,-0.14822455,-0.03941023,0.45680213,0.11742563,-0.09629884,0.16814744,0.22900859,-0.15175965,0.3533362,0.26376408,0.59408414,0.039358914,-0.44044152,0.21895339,0.09098383,0.027555114,0.031785518,0.31825715,0.015009895
PTPRC,-0.8858402,0.2519708,0.108718604,-0.19859692,-0.18115512,0.10124405,0.41467685,0.09944117,0.40109557,0.12192809,0.18134877,0.053105097,-0.04089032,0.67868733,0.4348219,0.86398727,-0.7156014,0.9239297,-0.29220274,0.05909425,0.27775964,0.5053567,0.36837345,0.5489691,-0.471922,0.26734868,-0.0032870402,-0.114416584,-0.15073878,0.18180239,0.6927822,0.5940555,0.05581849,0.4342746,-0.3116199,0.72342163,0.36015108,0.3474349,0.04204207,-0.58130586,0.23166573,0.90495247,0.7447387,-0.22976121,0.28707963,-0.23979932,-0.049496014,0.33250248,0.16295354,-0.04027836,0.27410746,0.28551444,-0.13678755,0.33768487,0.30753636,0.7092796,0.25487256,-0.6515008,0.34892946,0.093287334,-0.008048607,0.066642284,0.36021084,0.015293419
PXDN,-0.7695192,0.2832529,0.12774593,-0.18132105,-0.14597434,0.05136422,0.40565625,0.10131677,0.40497315,0.0878616,0.21528831,0.014492258,-0.038964503,0.60955656,0.42672628,0.8445149,-0.64071876,0.84153205,-0.26594484,0.024210153,0.18882692,0.44144693,0.33515838,0.47223234,-0.4290098,0.26838553,0.0010470361,-0.07778542,-0.13392195,0.18396312,0.66825205,0.50210434,0.060041968,0.4058615,-0.24382973,0.65740395,0.3142399,0.30874342,0.040919024,-0.4718803,0.18245761,0.89367115,0.7044435,-0.20294924,0.26158932,-0.2435618,-0.05139172,0.32296008,0.19968794,-0.02375421,0.22466281,0.25950208,-0.14375457,0.32965836,0.2958569,0.68583894,0.22980662,-0.55192995,0.27405715,0.09212557,0.007206247,0.061881244,0.34598744,-0.0009112954
PXN,-0.87121576,0.11718004,0.10287881,-0.1954514,-0.12313123,0.19489269,0.41356507,0.11226304,0.26260746,0.11655309,0.04566443,0.27055964,-0.025672667,0.4403498,0.20034023,0.73433083,-0.7035773,0.8564763,-0.2915636,0.0724894,0.29275012,0.51991194,0.23631284,0.5070079,-0.4644868,0.11277017,-0.0025540108,-0.107342616,-0.14747937,0.1801864,0.45520929,0.68470484,0.056301173,0.37278032,-0.30166122,0.71549076,0.35253295,0.34264266,0.043407798,-0.6004195,0.22295107,0.55081487,0.6217946,-0.2181175,0.3525149,-0.12317583,-0.048802286,0.4773082,0.04151728,-0.12880571,0.25606096,0.28062826,-0.13652164,0.36737892,0.286577,0.63829684,0.09132899,-0.6386088,0.36878523,0.09448427,-0.003940241,0.043295234,0.34890586,0.04717034
RAB27A,-0.7597169,0.16628362,0.12271124,-0.17952101,-0.097569466,0.13025685,0.4055905,0.10330819,0.28876576,0.085162595,0.09749666,0.1359748,-0.027159117,0.41014206,0.22997233,0.6577373,-0.63275295,0.7892847,-0.26554832,0.02137802,0.20565534,0.4441393,0.22572535,0.44028538,-0.42247328,0.13785341,-0.00055601075,-0.073680796,-0.13362013,0.18331185,0.46907756,0.5819682,0.060779437,0.35805106,-0.23951183,0.65212625,0.31152433,0.30521113,0.04326235,-0.537923,0.17799507,0.5966972,0.6034742,-0.19321585,0.27584112,-0.15179478,-0.050525393,0.4455317,0.09598145,-0.10018583,0.21056437,0.25576994,-0.14385293,0.3563493,0.27856493,0.6285309,0.09027201,-0.5443089,0.293298,0.09266653,0.011806457,0.042528898,0.33832473,0.02788432
RANBP9,-0.65324175,0.16672714,0.14046817,-0.16590205,-0.0583006,0.098433755,0.39432588,0.13565935,0.26733693,0.05789384,0.104830295,0.09243642,-0.019949771,0.30810332,0.18160406,0.60066646,-0.56283426,0.70243883,-0.2375965,-0.0071725664,0.1316021,0.420299,0.1781657,0.36359927,-0.37353736,0.11489293,0.0022242225,-0.041460127,-0.11642185,0.18475208,0.4130909,0.51277894,0.06543329,0.32147178,-0.17751826,0.589674,0.2686188,0.27413926,0.043195162,-0.480444,0.13559529,0.5316479,0.54445565,-0.17019613,0.24164438,-0.13941577,-0.038680054,0.46047297,0.10397196,-0.10214191,0.16950943,0.22965989,-0.14855005,0.35483712,0.26132452,0.5946938,0.03656266,-0.45303783,0.22536269,0.093015105,0.028602097,0.032616287,0.32349247,0.021168105
RAP1GAP,-0.6346243,0.17770173,0.14235386,-0.16252472,-0.053477228,0.086121805,0.39515677,0.13385864,0.2744197,0.05130689,0.113739744,0.066899374,-0.02329959,0.3055763,0.19124652,0.6083315,-0.5520164,0.6939032,-0.23505397,-0.015084747,0.11436586,0.40758756,0.17605817,0.3528874,-0.3703172,0.11892113,0.0021145612,-0.035819944,-0.11616816,0.18589382,0.41461778,0.49517432,0.06624608,0.3221402,-0.16839077,0.580119,0.2638165,0.26532978,0.04369802,-0.46918416,0.12759939,0.5425024,0.54523164,-0.1649107,0.23762465,-0.14875746,-0.042044528,0.4543104,0.11692585,-0.09564198,0.16447087,0.22630522,-0.15085301,0.35194692,0.26138738,0.59514874,0.03824485,-0.43758053,0.21369842,0.09176863,0.030744247,0.032820016,0.32181188,0.015498124
RARA,-0.6346243,0.17770173,0.14235386,-0.16252472,-0.053477228,0.086121805,0.39515677,0.13385864,0.2744197,0.05130689,0.113739744,0.066899374,-0.02329959,0.3055763,0.19124652,0.6083315,-0.5520164,0.6939032,-0.23505397,-0.015084747,0.11436586,0.40758756,0.17605817,0.3528874,-0.3703172,0.11892113,0.0021145612,-0.035819944,-0.11616816,0.18589382,0.41461778,0.49517432,0.06624608,0.3221402,-0.16839077,0.580119,0.2638165,0.26532978,0.04369802,-0.46918416,0.12759939,0.5425024,0.54523164,-0.1649107,0.23762465,-0.14875746,-0.042044528,0.4543104,0.11692585,-0.09564198,0.16447087,0.22630522,-0.15085301,0.35194692,0.26138738,0.59514874,0.03824485,-0.43758053,0.21369842,0.09176863,0.030744247,0.032820016,0.32181188,0.015498124
RARB,-0.6346243,0.17770173,0.14235386,-0.16252472,-0.053477228,0.086121805,0.39515677,0.13385864,0.2744197,0.05130689,0.113739744,0.066899374,-0.02329959,0.3055763,0.19124652,0.6083315,-0.5520164,0.6939032,-0.23505397,-0.015084747,0.11436586,0.40758756,0.17605817,0.3528874,-0.3703172,0.11892113,0.0021145612,-0.035819944,-0.11616816,0.18589382,0.41461778,0.49517432,0.06624608,0.3221402,-0.16839077,0.580119,0.2638165,0.26532978,0.04369802,-0.46918416,0.12759939,0.5425024,0.54523164,-0.1649107,0.23762465,-0.14875746,-0.042044528,0.4543104,0.11692585,-0.09564198,0.16447087,0.22630522,-0.15085301,0.35194692,0.26138738,0.59514874,0.03824485,-0.43758053,0.21369842,0.09176863,0.030744247,0.032820016,0.32181188,0.015498124
RASA1,-0.5960977,0.19422327,0.1479742,-0.15616012,-0.04164365,0.06910957,0.39301407,0.13791203,0.27853248,0.03785478,0.1287626,0.02763721,-0.023181029,0.28737217,0.19402088,0.60721254,-0.527501,0.66598666,-0.22760712,-0.027040908,0.08126534,0.38570943,0.16615398,0.327433,-0.35940492,0.12302047,0.005727693,-0.021987965,-0.10990626,0.18606739,0.4090495,0.46261635,0.068404846,0.31259188,-0.14261441,0.5591075,0.24738652,0.25038713,0.04286253,-0.4456074,0.108418755,0.5451757,0.53385067,-0.15598956,0.22686642,-0.15619554,-0.043521624,0.4488502,0.1339422,-0.08528093,0.15174341,0.21865615,-0.15393022,0.34693134,0.25920144,0.5885448,0.03552246,-0.40317804,0.18813983,0.092189,0.033820745,0.032589138,0.31665283,0.005966224
RBBP5,-0.5960977,0.19422327,0.1479742,-0.15616012,-0.04164365,0.06910957,0.39301407,0.13791203,0.27853248,0.03785478,0.1287626,0.02763721,-0.023181029,0.28737217,0.19402088,0.60721254,-0.527501,0.66598666,-0.22760712,-0.027040908,0.08126534,0.38570943,0.16615398,0.327433,-0.35940492,0.12302047,0.005727693,-0.021987965,-0.10990626,0.18606739,0.4090495,0.46261635,0.068404846,0.31259188,-0.14261441,0.5591075,0.24738652,0.25038713,0.04286253,-0.4456074,0.108418755,0.5451757,0.53385067,-0.15598956,0.22686642,-0.15619554,-0.043521624,0.4488502,0.1339422,-0.08528093,0.15174341,0.21865615,-0.15393022,0.34693134,0.25920144,0.5885448,0.03552246,-0.40317804,0.18813983,0.092189,0.033820745,0.032589138,0.31665283,0.005966224
RBM8A,-0.6351998,0.30513743,0.14877412,-0.1609975,-0.10065326,0.0019253674,0.3964118,0.104269326,0.39793253,0.047940433,0.23870471,-0.029205373,-0.0370285,0.50940406,0.39696744,0.80331254,-0.5548007,0.7458869,-0.23752847,-0.017793605,0.09028795,0.371106,0.28427175,0.38233504,-0.38169518,0.25373995,0.0041784253,-0.0351215,-0.11715786,0.18730891,0.6169256,0.40776488,0.06420211,0.37162596,-0.16915163,0.5822174,0.27651024,0.26305437,0.04002081,-0.37128785,0.1266795,0.84617066,0.6491563,-0.1704939,0.23659171,-0.20084262,-0.053263754,0.32547382,0.23050694,-0.014685035,0.16810186,0.25435668,-0.15207793,0.32532898,0.28141207,0.65464336,0.18521768,-0.4398416,0.1929987,0.089959845,0.025591027,0.053990796,0.32881904,-0.014868237
RDX,-0.5927031,0.19387989,0.14614934,-0.15406992,-0.03969428,0.0679502,0.39531365,0.14543355,0.27792847,0.03468629,0.124885805,0.03141496,-0.026936129,0.28211576,0.19272444,0.6078933,-0.52694607,0.66825783,-0.23073989,-0.031658303,0.07819579,0.39182267,0.15918827,0.32544598,-0.3654585,0.117073864,0.003950665,-0.020292446,-0.11353968,0.18771455,0.3989662,0.4634631,0.067347765,0.31556275,-0.14496928,0.5590853,0.24940217,0.24611454,0.042944036,-0.44317168,0.10723167,0.53441846,0.5340384,-0.153284,0.22808856,-0.15767421,-0.04107661,0.45106053,0.13472775,-0.08735367,0.1530881,0.21966538,-0.15522225,0.34774262,0.26033086,0.58829933,0.0325704,-0.40362307,0.19051671,0.090699196,0.03411994,0.030821428,0.31525043,0.0056626797
RELN,-0.63240516,0.17983341,0.14265911,-0.16189052,-0.053429857,0.08478388,0.39479446,0.13335225,0.2752123,0.050017953,0.11541697,0.063607275,-0.0229939,0.30605486,0.19261277,0.609604,-0.5507488,0.69298065,-0.23525016,-0.01584519,0.11283021,0.40599772,0.17553899,0.3517682,-0.37090346,0.120309144,0.0024967447,-0.034295864,-0.11591107,0.18598422,0.4152239,0.49310648,0.06616964,0.3215816,-0.16679104,0.5792385,0.26252675,0.26431468,0.043245256,-0.46769926,0.12614289,0.5431975,0.54464906,-0.16457778,0.2372607,-0.14932935,-0.042565055,0.4528972,0.11827657,-0.0945464,0.16387248,0.226323,-0.15096557,0.35170603,0.26163238,0.5948862,0.03967178,-0.43635923,0.21276295,0.092185944,0.030634865,0.032669827,0.32114682,0.014990352
RET,-0.6525722,0.28861833,0.14829385,-0.16670762,-0.104800165,0.011164492,0.3943823,0.09817399,0.38982058,0.058665123,0.22779791,-0.023242714,-0.032901123,0.5099142,0.3869337,0.7911953,-0.56486535,0.7527268,-0.23515296,-0.008489607,0.10936363,0.3770619,0.29106912,0.3927934,-0.37513545,0.25180614,0.0019586794,-0.043419562,-0.1175771,0.18638277,0.62005764,0.42339444,0.06565992,0.37280017,-0.17849088,0.5890302,0.27034277,0.27363017,0.042023994,-0.40027675,0.13752706,0.8425191,0.6481996,-0.17694078,0.24101917,-0.20317024,-0.05202759,0.33200175,0.21536943,-0.022372186,0.17092511,0.24209662,-0.149717,0.328415,0.2787997,0.65517694,0.1775839,-0.45282066,0.20000815,0.09189321,0.026825067,0.053657338,0.3329453,-0.008069225
RGMB,-0.63240516,0.17983341,0.14265911,-0.16189052,-0.053429857,0.08478388,0.39479446,0.13335225,0.2752123,0.050017953,0.11541697,0.063607275,-0.0229939,0.30605486,0.19261277,0.609604,-0.5507488,0.69298065,-0.23525016,-0.01584519,0.11283021,0.40599772,0.17553899,0.3517682,-0.37090346,0.120309144,0.0024967447,-0.034295864,-0.11591107,0.18598422,0.4152239,0.49310648,0.06616964,0.3215816,-0.16679104,0.5792385,0.26252675,0.26431468,0.043245256,-0.46769926,0.12614289,0.5431975,0.54464906,-0.16457778,0.2372607,-0.14932935,-0.042565055,0.4528972,0.11827657,-0.0945464,0.16387248,0.226323,-0.15096557,0.35170603,0.26163238,0.5948862,0.03967178,-0.43635923,0.21276295,0.092185944,0.030634865,0.032669827,0.32114682,0.014990352
ROBO1,-0.6525722,0.28861833,0.14829385,-0.16670762,-0.104800165,0.011164492,0.3943823,0.09817399,0.38982058,0.058665123,0.22779791,-0.023242714,-0.032901123,0.5099142,0.3869337,0.7911953,-0.56486535,0.7527268,-0.23515296,-0.008489607,0.10936363,0.3770619,0.29106912,0.3927934,-0.37513545,0.25180614,0.0019586794,-0.043419562,-0.1175771,0.18638277,0.62005764,0.42339444,0.06565992,0.37280017,-0.17849088,0.5890302,0.27034277,0.27363017,0.042023994,-0.40027675,0.13752706,0.8425191,0.6481996,-0.17694078,0.24101917,-0.20317024,-0.05202759,0.33200175,0.21536943,-0.022372186,0.17092511,0.24209662,-0.149717,0.328415,0.2787997,0.65517694,0.1775839,-0.45282066,0.20000815,0.09189321,0.026825067,0.053657338,0.3329453,-0.008069225
ROBO3,-0.63240516,0.17983341,0.14265911,-0.16189052,-0.053429857,0.08478388,0.39479446,0.13335225,0.2752123,0.050017953,0.11541697,0.063607275,-0.0229939,0.30605486,0.19261277,0.609604,-0.5507488,0.69298065,-0.23525016,-0.01584519,0.11283021,0.40599772,0.17553899,0.3517682,-0.37090346,0.120309144,0.0024967447,-0.034295864,-0.11591107,0.18598422,0.4152239,0.49310648,0.06616964,0.3215816,-0.16679104,0.5792385,0.26252675,0.26431468,0.043245256,-0.46769926,0.12614289,0.5431975,0.54464906,-0.16457778,0.2372607,-0.14932935,-0.042565055,0.4528972,0.11827657,-0.0945464,0.16387248,0.226323,-0.15096557,0.35170603,0.26163238,0.5948862,0.03967178,-0.43635923,0.21276295,0.092185944,0.030634865,0.032669827,0.32114682,0.014990352
ROCK2,-0.61500686,0.22061998,0.14694202,-0.15901326,-0.060496822,0.053636927,0.39442337,0.105383046,0.3108329,0.043860048,0.1552667,-0.019955147,-0.027351625,0.35304475,0.25047958,0.6615914,-0.54082984,0.6953332,-0.23197967,-0.022252545,0.09206335,0.35977986,0.2014313,0.34882173,-0.36789018,0.15909922,0.00364555,-0.028691178,-0.11422925,0.18677133,0.46849644,0.45478114,0.067043096,0.3321371,-0.15639746,0.5699894,0.25623938,0.25681314,0.0426894,-0.45653063,0.11807088,0.62894243,0.56879896,-0.16184591,0.23234074,-0.18116395,-0.053113632,0.41547263,0.15701625,-0.06823935,0.15874167,0.22345895,-0.15293397,0.3423825,0.2658439,0.609038,0.07690316,-0.4214002,0.19541542,0.09173256,0.031440087,0.03865941,0.3219167,0.0027537942
RPL10,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
RPL10A,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
RPL11,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
RPL18A,-0.72786415,0.15965687,0.12675494,-0.17455247,-0.081013784,0.13033934,0.40242657,0.12381907,0.27167314,0.07509433,0.09175292,0.14186263,-0.023643322,0.36240512,0.19807886,0.62529224,-0.61155057,0.75639224,-0.25849378,0.013065041,0.18269171,0.44779176,0.20041695,0.41388074,-0.4105648,0.119987726,0.0027421657,-0.06259134,-0.1268384,0.18282534,0.4334513,0.5681593,0.06211699,0.33991146,-0.21774468,0.6339023,0.2961918,0.2948982,0.042468462,-0.51931953,0.1625486,0.54993093,0.57592845,-0.18549839,0.26254112,-0.13963789,-0.047885343,0.46094936,0.090954825,-0.10520369,0.1965811,0.24834509,-0.14523613,0.35626864,0.2726903,0.6119396,0.065071665,-0.5153317,0.2750824,0.093378246,0.015099924,0.038633317,0.33247513,0.025868997
RPL19,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
RPL21,-0.638091,0.23663536,0.1456614,-0.1625765,-0.076486856,0.04885637,0.3953666,0.102892384,0.33222413,0.05108742,0.17243063,-0.026789038,-0.02868051,0.40345562,0.28762537,0.69886816,-0.5550582,0.71961874,-0.2361754,-0.014627521,0.106524974,0.37141097,0.2290503,0.3693535,-0.37540674,0.18359709,0.0034444453,-0.03671096,-0.11611541,0.18605158,0.51234883,0.45661277,0.06528953,0.34523118,-0.16971381,0.5824624,0.26422766,0.26609474,0.04186719,-0.46912998,0.1284775,0.68700206,0.59454286,-0.16842239,0.23738544,-0.19584373,-0.05246604,0.39375728,0.16915464,-0.057921648,0.16682146,0.22838034,-0.15089291,0.33983523,0.2709027,0.62361515,0.108340226,-0.44067445,0.20570214,0.09121571,0.027932601,0.043768585,0.3263204,0.00228443
RPL22,-0.65290964,0.23137388,0.14512704,-0.16632707,-0.08274986,0.052952778,0.39434686,0.0990019,0.3326009,0.058288656,0.17015438,-0.022121416,-0.026458837,0.4155712,0.29054034,0.700703,-0.5639116,0.72946054,-0.23631743,-0.0078592505,0.120947234,0.37769222,0.23865885,0.38010663,-0.37440366,0.18832108,0.0020942197,-0.042497184,-0.11701704,0.18551195,0.52387995,0.46609345,0.06554426,0.3488965,-0.17803317,0.5893401,0.26944476,0.2738718,0.04255805,-0.47934204,0.1366015,0.6972148,0.5996618,-0.17345694,0.24131018,-0.19325848,-0.05161204,0.39214152,0.1633173,-0.059850067,0.16959096,0.23033237,-0.14916794,0.3413787,0.27093297,0.62728757,0.11181008,-0.452925,0.21261945,0.09241639,0.027651055,0.044681832,0.32940182,0.006390512
RPL22L1,-0.65056676,0.19158228,0.1415075,-0.16301331,-0.06377134,0.091488585,0.39439443,0.117524646,0.28367954,0.051878314,0.12713975,0.05620777,-0.020395137,0.3338044,0.20656961,0.62794566,-0.5604354,0.7037082,-0.24042717,-0.008103886,0.12215805,0.399891,0.1873467,0.3643965,-0.38105202,0.13129306,0.0077789724,-0.037825007,-0.11234909,0.18314122,0.43550986,0.4987744,0.063285574,0.32098317,-0.17137054,0.5897306,0.26242733,0.27232844,0.039333723,-0.47446445,0.1295474,0.5651074,0.5545768,-0.16954961,0.23766372,-0.1524645,-0.05068043,0.44319367,0.12272973,-0.0882539,0.17155105,0.23078077,-0.14797865,0.34953192,0.2656244,0.5984523,0.06287715,-0.44934627,0.22273201,0.0920716,0.024036823,0.036502272,0.32118776,0.014562666
RPL23,-0.65324175,0.16672714,0.14046817,-0.16590205,-0.0583006,0.098433755,0.39432588,0.13565935,0.26733693,0.05789384,0.104830295,0.09243642,-0.019949771,0.30810332,0.18160406,0.60066646,-0.56283426,0.70243883,-0.2375965,-0.0071725664,0.1316021,0.420299,0.1781657,0.36359927,-0.37353736,0.11489293,0.0022242225,-0.041460127,-0.11642185,0.18475208,0.4130909,0.51277894,0.06543329,0.32147178,-0.17751826,0.589674,0.2686188,0.27413926,0.043195162,-0.480444,0.13559529,0.5316479,0.54445565,-0.17019613,0.24164438,-0.13941577,-0.038680054,0.46047297,0.10397196,-0.10214191,0.16950943,0.22965989,-0.14855005,0.35483712,0.26132452,0.5946938,0.03656266,-0.45303783,0.22536269,0.093015105,0.028602097,0.032616287,0.32349247,0.021168105
RPL23A,-0.59272075,0.18854927,0.14576362,-0.15403336,-0.037672997,0.0716943,0.39531362,0.15290284,0.27254635,0.034651015,0.11949737,0.042036712,-0.026404828,0.27324566,0.18374434,0.59964585,-0.5268539,0.66602707,-0.23084463,-0.031608067,0.07906684,0.3981088,0.15419531,0.32407966,-0.36538675,0.111017734,0.003958583,-0.02020575,-0.113494895,0.18765417,0.38982394,0.46730608,0.0673401,0.3155475,-0.14492543,0.5591078,0.24933483,0.24612993,0.042998765,-0.44325784,0.107146434,0.5207649,0.5294858,-0.15301193,0.22811428,-0.15323931,-0.037102304,0.4566955,0.12983848,-0.09084106,0.15307795,0.21960829,-0.1551733,0.34885007,0.2595378,0.5856106,0.026359022,-0.40362567,0.19156294,0.09074826,0.034201823,0.029825196,0.3147636,0.006877631
RPL24,-0.59272075,0.18854927,0.14576362,-0.15403336,-0.037672997,0.0716943,0.39531362,0.15290284,0.27254635,0.034651015,0.11949737,0.042036712,-0.026404828,0.27324566,0.18374434,0.59964585,-0.5268539,0.66602707,-0.23084463,-0.031608067,0.07906684,0.3981088,0.15419531,0.32407966,-0.36538675,0.111017734,0.003958583,-0.02020575,-0.113494895,0.18765417,0.38982394,0.46730608,0.0673401,0.3155475,-0.14492543,0.5591078,0.24933483,0.24612993,0.042998765,-0.44325784,0.107146434,0.5207649,0.5294858,-0.15301193,0.22811428,-0.15323931,-0.037102304,0.4566955,0.12983848,-0.09084106,0.15307795,0.21960829,-0.1551733,0.34885007,0.2595378,0.5856106,0.026359022,-0.40362567,0.19156294,0.09074826,0.034201823,0.029825196,0.3147636,0.006877631
RPL26L1,-0.59272075,0.18854927,0.14576362,-0.15403336,-0.037672997,0.0716943,0.39531362,0.15290284,0.27254635,0.034651015,0.11949737,0.042036712,-0.026404828,0.27324566,0.18374434,0.59964585,-0.5268539,0.66602707,-0.23084463,-0.031608067,0.07906684,0.3981088,0.15419531,0.32407966,-0.36538675,0.111017734,0.003958583,-0.02020575,-0.113494895,0.18765417,0.38982394,0.46730608,0.0673401,0.3155475,-0.14492543,0.5591078,0.24933483,0.24612993,0.042998765,-0.44325784,0.107146434,0.5207649,0.5294858,-0.15301193,0.22811428,-0.15323931,-0.037102304,0.4566955,0.12983848,-0.09084106,0.15307795,0.21960829,-0.1551733,0.34885007,0.2595378,0.5856106,0.026359022,-0.40362567,0.19156294,0.09074826,0.034201823,0.029825196,0.3147636,0.006877631
RPL27,-0.59272075,0.18854927,0.14576362,-0.15403336,-0.037672997,0.0716943,0.39531362,0.15290284,0.27254635,0.034651015,0.11949737,0.042036712,-0.026404828,0.27324566,0.18374434,0.59964585,-0.5268539,0.66602707,-0.23084463,-0.031608067,0.07906684,0.3981088,0.15419531,0.32407966,-0.36538675,0.111017734,0.003958583,-0.02020575,-0.113494895,0.18765417,0.38982394,0.46730608,0.0673401,0.3155475,-0.14492543,0.5591078,0.24933483,0.24612993,0.042998765,-0.44325784,0.107146434,0.5207649,0.5294858,-0.15301193,0.22811428,-0.15323931,-0.037102304,0.4566955,0.12983848,-0.09084106,0.15307795,0.21960829,-0.1551733,0.34885007,0.2595378,0.5856106,0.026359022,-0.40362567,0.19156294,0.09074826,0.034201823,0.029825196,0.3147636,0.006877631
