Gene,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
FBLN2,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
FBLN5,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
HAPLN1,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
ITGA11,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
ITGAD,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
ITGB4,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
LOX,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
LOXL1,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
LOXL2,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
LOXL3,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
LOXL4,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
LTBP2,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
LTBP3,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
LTBP4,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
MFAP3,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
MFAP4,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
MFAP5,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
MUSK,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
P3H3,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
P4HA1,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
P4HA3,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
PCOLCE2,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
PLOD1,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
PLOD2,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
PLOD3,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
PPIB,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
SGCA,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
SGCB,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
SGCD,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
SGCE,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
SGCZ,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
SH3PXD2A,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
SNTB1,-0.6399235,0.23893896,0.14492509,-0.16184571,-0.07728669,0.050472077,0.3958257,0.103837416,0.33282062,0.049779303,0.17342229,-0.026654443,-0.028902285,0.40543458,0.28820008,0.70135516,-0.5560691,0.7210831,-0.23837268,-0.014722603,0.10660297,0.3730092,0.22775672,0.37017673,-0.37975812,0.18295121,0.0044830767,-0.036116306,-0.11598336,0.18585932,0.51121163,0.45800063,0.0642041,0.34456468,-0.17020178,0.5841867,0.26386943,0.26602724,0.04069821,-0.46893385,0.12785386,0.6847635,0.5951003,-0.16832078,0.23748551,-0.1961224,-0.05262755,0.39342666,0.16977336,-0.05749862,0.16872631,0.22964585,-0.15072222,0.3396846,0.2719955,0.62334585,0.11142152,-0.44271758,0.20821166,0.09089318,0.026349146,0.04380773,0.3253682,0.0018983036
