Gene,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
SHANK1,-0.3290913,-0.027468618,-0.10461825,-0.19280809,-0.2315699,-0.007261713,-0.18247844,-0.35257986,0.104843274,0.0031104553,0.18408255,-0.13485026,-0.06326513,0.36507976,0.18731387,0.26813555,-0.070512,0.16023901,-0.027527725,0.16990699,0.23900424,0.16048571,0.31398076,0.03289853,-0.06156262,0.08026228,-0.0058610924,-0.021425012,0.18032804,-0.11951511,0.13970122,0.020170271,-0.16882542,0.029817605,-0.31283048,-0.089772634,0.3999493,0.18409753,-0.16851765,0.20535098,0.08697724,0.30684182,0.2961695,0.047851067,-0.037247464,0.034515873,-0.09730287,-0.046363875,-0.10312602,0.091536686,0.17237785,-0.032039776,-0.017972821,-0.19402607,-0.074917376,-0.06817955,0.27310407,-0.2698748,0.060520694,0.022453992,-0.17206241,0.056201875,-0.08685629,0.07542958
SHANK3,-0.3317513,-0.030050244,-0.102366954,-0.19397306,-0.23444806,-0.0043128636,-0.1857175,-0.36011192,0.1045368,0.006335994,0.18531291,-0.13005352,-0.05778467,0.36993933,0.18574208,0.26283038,-0.074087635,0.15897849,-0.026932167,0.17277597,0.24935006,0.15768066,0.32078016,0.038343087,-0.058681674,0.082106896,-0.0047768205,-0.02325653,0.18384619,-0.12291578,0.14630337,0.021949857,-0.17173535,0.027837338,-0.31320056,-0.09107162,0.39942527,0.18825626,-0.17081651,0.20208153,0.089521915,0.3116168,0.29970488,0.049185824,-0.029842297,0.042919412,-0.097546935,-0.046836272,-0.107011706,0.08959389,0.17818649,-0.03151861,-0.014597565,-0.1929333,-0.07395298,-0.06820965,0.27783418,-0.27325445,0.06617987,0.02130887,-0.17530856,0.06040503,-0.08191927,0.08075354
SHARPIN,-0.3317513,-0.030050244,-0.102366954,-0.19397306,-0.23444806,-0.0043128636,-0.1857175,-0.36011192,0.1045368,0.006335994,0.18531291,-0.13005352,-0.05778467,0.36993933,0.18574208,0.26283038,-0.074087635,0.15897849,-0.026932167,0.17277597,0.24935006,0.15768066,0.32078016,0.038343087,-0.058681674,0.082106896,-0.0047768205,-0.02325653,0.18384619,-0.12291578,0.14630337,0.021949857,-0.17173535,0.027837338,-0.31320056,-0.09107162,0.39942527,0.18825626,-0.17081651,0.20208153,0.089521915,0.3116168,0.29970488,0.049185824,-0.029842297,0.042919412,-0.097546935,-0.046836272,-0.107011706,0.08959389,0.17818649,-0.03151861,-0.014597565,-0.1929333,-0.07395298,-0.06820965,0.27783418,-0.27325445,0.06617987,0.02130887,-0.17530856,0.06040503,-0.08191927,0.08075354
SIPA1L1,-0.32918683,-0.027304377,-0.104770035,-0.19283842,-0.23191832,-0.007194654,-0.1826474,-0.353257,0.10515033,0.0032108221,0.18440492,-0.13548696,-0.0631413,0.36577612,0.18780428,0.2686429,-0.070585415,0.16016811,-0.027553836,0.16999513,0.23917572,0.1601077,0.31446612,0.033030763,-0.06151434,0.08043686,-0.00587995,-0.021501817,0.18044005,-0.11964106,0.14017239,0.020248525,-0.16898894,0.029925594,-0.31296363,-0.08984837,0.40064198,0.1841951,-0.16860813,0.20600042,0.08709882,0.3077111,0.29663053,0.04777777,-0.03716729,0.034395307,-0.09765351,-0.046861157,-0.10304771,0.0916894,0.17271253,-0.03200638,-0.017873304,-0.19425696,-0.07492969,-0.06820035,0.27361888,-0.270064,0.06057713,0.022394814,-0.17222865,0.056291804,-0.08692922,0.075340256
SLITRK1,-0.3317513,-0.030050244,-0.102366954,-0.19397306,-0.23444806,-0.0043128636,-0.1857175,-0.36011192,0.1045368,0.006335994,0.18531291,-0.13005352,-0.05778467,0.36993933,0.18574208,0.26283038,-0.074087635,0.15897849,-0.026932167,0.17277597,0.24935006,0.15768066,0.32078016,0.038343087,-0.058681674,0.082106896,-0.0047768205,-0.02325653,0.18384619,-0.12291578,0.14630337,0.021949857,-0.17173535,0.027837338,-0.31320056,-0.09107162,0.39942527,0.18825626,-0.17081651,0.20208153,0.089521915,0.3116168,0.29970488,0.049185824,-0.029842297,0.042919412,-0.097546935,-0.046836272,-0.107011706,0.08959389,0.17818649,-0.03151861,-0.014597565,-0.1929333,-0.07395298,-0.06820965,0.27783418,-0.27325445,0.06617987,0.02130887,-0.17530856,0.06040503,-0.08191927,0.08075354
SLITRK5,-0.3317513,-0.030050244,-0.102366954,-0.19397306,-0.23444806,-0.0043128636,-0.1857175,-0.36011192,0.1045368,0.006335994,0.18531291,-0.13005352,-0.05778467,0.36993933,0.18574208,0.26283038,-0.074087635,0.15897849,-0.026932167,0.17277597,0.24935006,0.15768066,0.32078016,0.038343087,-0.058681674,0.082106896,-0.0047768205,-0.02325653,0.18384619,-0.12291578,0.14630337,0.021949857,-0.17173535,0.027837338,-0.31320056,-0.09107162,0.39942527,0.18825626,-0.17081651,0.20208153,0.089521915,0.3116168,0.29970488,0.049185824,-0.029842297,0.042919412,-0.097546935,-0.046836272,-0.107011706,0.08959389,0.17818649,-0.03151861,-0.014597565,-0.1929333,-0.07395298,-0.06820965,0.27783418,-0.27325445,0.06617987,0.02130887,-0.17530856,0.06040503,-0.08191927,0.08075354
SYT10,-0.3317513,-0.030050244,-0.102366954,-0.19397306,-0.23444806,-0.0043128636,-0.1857175,-0.36011192,0.1045368,0.006335994,0.18531291,-0.13005352,-0.05778467,0.36993933,0.18574208,0.26283038,-0.074087635,0.15897849,-0.026932167,0.17277597,0.24935006,0.15768066,0.32078016,0.038343087,-0.058681674,0.082106896,-0.0047768205,-0.02325653,0.18384619,-0.12291578,0.14630337,0.021949857,-0.17173535,0.027837338,-0.31320056,-0.09107162,0.39942527,0.18825626,-0.17081651,0.20208153,0.089521915,0.3116168,0.29970488,0.049185824,-0.029842297,0.042919412,-0.097546935,-0.046836272,-0.107011706,0.08959389,0.17818649,-0.03151861,-0.014597565,-0.1929333,-0.07395298,-0.06820965,0.27783418,-0.27325445,0.06617987,0.02130887,-0.17530856,0.06040503,-0.08191927,0.08075354
SYT12,-0.3317513,-0.030050244,-0.102366954,-0.19397306,-0.23444806,-0.0043128636,-0.1857175,-0.36011192,0.1045368,0.006335994,0.18531291,-0.13005352,-0.05778467,0.36993933,0.18574208,0.26283038,-0.074087635,0.15897849,-0.026932167,0.17277597,0.24935006,0.15768066,0.32078016,0.038343087,-0.058681674,0.082106896,-0.0047768205,-0.02325653,0.18384619,-0.12291578,0.14630337,0.021949857,-0.17173535,0.027837338,-0.31320056,-0.09107162,0.39942527,0.18825626,-0.17081651,0.20208153,0.089521915,0.3116168,0.29970488,0.049185824,-0.029842297,0.042919412,-0.097546935,-0.046836272,-0.107011706,0.08959389,0.17818649,-0.03151861,-0.014597565,-0.1929333,-0.07395298,-0.06820965,0.27783418,-0.27325445,0.06617987,0.02130887,-0.17530856,0.06040503,-0.08191927,0.08075354
SYT2,-0.26008108,-0.095052704,-0.013379038,-0.17154874,-0.016433759,-0.05264037,-0.064720586,0.038059592,-0.045657426,-0.06872517,0.025761655,0.20239979,-0.14048344,-0.025213253,-0.06631859,0.0015716702,-0.018281516,0.19523774,-0.010048617,0.26767963,0.11578296,0.35782656,0.036952212,-0.046260014,-0.10002191,0.0036496874,0.005242534,0.033293083,0.10057468,-0.03150644,-0.11915505,0.10947903,-0.05517225,-0.008980248,-0.22045466,-0.036936425,0.042963043,0.10283953,-0.106659904,-0.10874386,0.0028514601,-0.15830612,0.0348702,0.09652123,-0.0866272,0.08206506,0.08866789,0.2219764,-0.111625075,0.017727882,-0.022428542,-0.054715388,-0.0896673,-0.05749416,-0.061295245,-0.047924098,-0.018438764,-0.13846251,0.019107094,0.06318803,-0.056025837,0.012452065,-0.041709036,0.11799747
DUSP10,-0.25332865,-0.0353135,-0.031269282,-0.16859345,-0.04442559,-0.064191714,-0.059913922,-0.044298798,0.028586246,-0.07638329,0.07521634,0.07523777,-0.14076892,0.071540944,0.039999332,0.05926553,-0.011385586,0.1797002,-0.013009552,0.18426743,0.09696461,0.2840914,0.09534327,-0.035201937,-0.112048164,0.05124738,0.0013451017,0.038703408,0.09176557,-0.025124833,-0.047253568,0.042498477,-0.050388202,0.036913037,-0.22077748,-0.034271713,0.12874359,0.078593805,-0.10305893,0.0075639207,-0.0036965087,-0.003751196,0.09806993,0.09306796,-0.08800145,0.027907737,0.021922894,0.1310884,-0.052419752,0.059001602,0.014304407,-0.054324836,-0.097393505,-0.08864014,-0.055420328,-0.043498214,0.054043505,-0.13202979,0.009648988,0.06397063,-0.051231686,0.032063976,-0.057170898,0.08994604
IL6,-0.25332865,-0.0353135,-0.031269282,-0.16859345,-0.04442559,-0.064191714,-0.059913922,-0.044298798,0.028586246,-0.07638329,0.07521634,0.07523777,-0.14076892,0.071540944,0.039999332,0.05926553,-0.011385586,0.1797002,-0.013009552,0.18426743,0.09696461,0.2840914,0.09534327,-0.035201937,-0.112048164,0.05124738,0.0013451017,0.038703408,0.09176557,-0.025124833,-0.047253568,0.042498477,-0.050388202,0.036913037,-0.22077748,-0.034271713,0.12874359,0.078593805,-0.10305893,0.0075639207,-0.0036965087,-0.003751196,0.09806993,0.09306796,-0.08800145,0.027907737,0.021922894,0.1310884,-0.052419752,0.059001602,0.014304407,-0.054324836,-0.097393505,-0.08864014,-0.055420328,-0.043498214,0.054043505,-0.13202979,0.009648988,0.06397063,-0.051231686,0.032063976,-0.057170898,0.08994604
IL6R,-0.25332865,-0.0353135,-0.031269282,-0.16859345,-0.04442559,-0.064191714,-0.059913922,-0.044298798,0.028586246,-0.07638329,0.07521634,0.07523777,-0.14076892,0.071540944,0.039999332,0.05926553,-0.011385586,0.1797002,-0.013009552,0.18426743,0.09696461,0.2840914,0.09534327,-0.035201937,-0.112048164,0.05124738,0.0013451017,0.038703408,0.09176557,-0.025124833,-0.047253568,0.042498477,-0.050388202,0.036913037,-0.22077748,-0.034271713,0.12874359,0.078593805,-0.10305893,0.0075639207,-0.0036965087,-0.003751196,0.09806993,0.09306796,-0.08800145,0.027907737,0.021922894,0.1310884,-0.052419752,0.059001602,0.014304407,-0.054324836,-0.097393505,-0.08864014,-0.055420328,-0.043498214,0.054043505,-0.13202979,0.009648988,0.06397063,-0.051231686,0.032063976,-0.057170898,0.08994604
IL6ST,-0.2575981,-0.09258671,-0.01013285,-0.1708908,-0.011682926,-0.051898465,-0.06069913,0.041877404,-0.04402596,-0.07103757,0.025977641,0.2053217,-0.14102581,-0.029353343,-0.06632917,-0.001644969,-0.017090905,0.19430013,-0.009286668,0.26654863,0.11362694,0.35672158,0.034910537,-0.045667037,-0.10159148,0.006648263,0.005836379,0.035527803,0.097899206,-0.028665915,-0.11890595,0.10950466,-0.05117917,-0.006571902,-0.21658833,-0.034957636,0.039609373,0.09863879,-0.104747586,-0.10841404,-0.0003589876,-0.15877521,0.032340936,0.09900509,-0.08503935,0.082607925,0.08920542,0.22325106,-0.10737105,0.01814039,-0.023777148,-0.055430837,-0.09188338,-0.0543448,-0.059484307,-0.046468373,-0.02058969,-0.13366957,0.019272009,0.06447829,-0.05214599,0.015007346,-0.038821667,0.11956432
JAK1,-0.27622402,-0.059523445,-0.04562205,-0.17594357,-0.08364527,-0.046735145,-0.09537135,-0.089577556,0.016588598,-0.05263751,0.07672317,0.07176704,-0.12220343,0.10706674,0.034282487,0.08423367,-0.028540734,0.18293984,-0.01662466,0.20597492,0.14100035,0.28463906,0.12651157,-0.023517506,-0.09447378,0.036334105,-7.3224306e-05,0.020160839,0.118603565,-0.052764907,-0.030964572,0.060789876,-0.08493762,0.01582838,-0.24774337,-0.050642274,0.15516868,0.11679962,-0.12186961,0.001510324,0.023744036,0.00984218,0.123464815,0.08115998,-0.07616607,0.049762473,0.01838655,0.12172118,-0.09133388,0.050514698,0.039397337,-0.048460998,-0.073569775,-0.1048093,-0.06421956,-0.05257025,0.08094883,-0.17269303,0.02578578,0.052358896,-0.08607954,0.027453706,-0.061993346,0.09620691
MAP2K1,-0.1629501,0.021143574,0.06438364,-0.14421721,0.1654007,-0.12456916,0.103497654,0.22508468,0.014513154,-0.16692373,0.02969355,0.19621617,-0.19871202,-0.18548512,-0.03999475,-0.12252531,0.04490076,0.1633024,0.024458122,0.15990841,-0.09406604,0.3258042,-0.076595746,-0.10111512,-0.14873631,0.08419382,0.026554853,0.10424434,-0.010274003,0.09154878,-0.16741833,0.012888104,0.10951101,0.084922455,-0.08390055,0.039822776,-0.084350705,-0.05058344,-0.020644346,-0.09109201,-0.110112995,-0.16586465,-0.065972924,0.14789501,-0.14583366,-0.018653862,0.100532606,0.26419857,0.065759175,0.046598896,-0.1318609,-0.08652207,-0.18889,0.018625457,-0.026756946,-0.008341726,-0.14183608,0.05117684,-0.06868774,0.11987351,0.10929926,0.037342258,-0.01180142,0.0807887
TYK2,-0.28915805,-0.092001334,-0.046281368,-0.18044017,-0.091776595,-0.035815403,-0.113122225,-0.08108157,-0.015230693,-0.038965583,0.05606047,0.112787254,-0.11321255,0.087847166,-0.0061726756,0.06981455,-0.03864519,0.1897526,-0.016645988,0.24445713,0.16573273,0.31047958,0.120458834,-0.023469852,-0.08078265,0.0122257825,0.0009810105,0.009128856,0.13438775,-0.06751091,-0.048991736,0.09118975,-0.10248968,-0.01009134,-0.26026276,-0.059250213,0.12908936,0.14404705,-0.13160348,-0.04962288,0.03941861,-0.037406527,0.113030754,0.07610213,-0.07202575,0.077290714,0.04009582,0.14922357,-0.13007973,0.03164497,0.037148476,-0.046150394,-0.059740406,-0.101493955,-0.071227014,-0.058656897,0.06682062,-0.19364385,0.03459563,0.047066577,-0.10349341,0.017329007,-0.060008854,0.10756927
DUSP16,-0.27517727,-0.09342229,-0.035446703,-0.17494993,-0.066136524,-0.047947288,-0.09669848,-0.035552293,-0.023794536,-0.054730967,0.03662767,0.15432888,-0.12880138,0.04919909,-0.024348322,0.028048992,-0.026105847,0.19757587,-0.019491045,0.2526958,0.15637608,0.33113086,0.085293375,-0.02567725,-0.09813914,0.009822493,-0.0018735118,0.022060944,0.117444865,-0.05264266,-0.07574962,0.103594236,-0.08654742,-0.004049318,-0.2504219,-0.050591517,0.085641444,0.119873166,-0.12165386,-0.08043042,0.022163313,-0.09183761,0.082866944,0.08700646,-0.067649394,0.08213976,0.055991657,0.17071983,-0.119042486,0.029879674,0.018611982,-0.048437156,-0.07411184,-0.08384845,-0.06420379,-0.05326354,0.041741956,-0.17420731,0.0378042,0.0519362,-0.08704089,0.018517837,-0.053700432,0.11828003
DUSP4,-0.270128,-0.1054036,-0.021962345,-0.1747536,-0.03441362,-0.049182214,-0.0800401,0.019088686,-0.05080677,-0.058615528,0.026244298,0.19445129,-0.13327426,-0.009971473,-0.067760944,0.013661705,-0.024793003,0.19700257,-0.011161139,0.27391976,0.12952428,0.35787913,0.050026983,-0.04472956,-0.09081588,-0.0045977477,0.0045899116,0.024041228,0.1124575,-0.043108456,-0.11365405,0.112770595,-0.07043442,-0.017876042,-0.23368108,-0.04439568,0.055145577,0.12096554,-0.11442777,-0.11100897,0.016168978,-0.15075225,0.0465718,0.08897881,-0.086582914,0.08609299,0.08614487,0.21652871,-0.12816818,0.01419308,-0.013596356,-0.05249317,-0.07946921,-0.06646219,-0.06722799,-0.052821483,-0.008046299,-0.15667604,0.021614088,0.058463164,-0.07093269,0.006952717,-0.048156366,0.116381295
DUSP5,-0.27408895,-0.10157207,-0.029897869,-0.17461964,-0.059372827,-0.0461372,-0.09521742,-0.018429786,-0.03388159,-0.05721464,0.025559578,0.18419592,-0.13028774,0.032348193,-0.0395837,0.024113975,-0.025275093,0.20250687,-0.020170784,0.26497102,0.164656,0.34279552,0.073445104,-0.022103311,-0.10094099,0.0045979377,-0.0020952225,0.022569079,0.11519617,-0.051693246,-0.087117404,0.118544556,-0.08452964,-0.006632341,-0.24990055,-0.048761636,0.068762854,0.11722657,-0.12032385,-0.10452056,0.020534638,-0.12111253,0.07067978,0.09100556,-0.05987423,0.093397245,0.06660542,0.18484291,-0.12407459,0.023828655,0.014092736,-0.049008764,-0.075562224,-0.07567802,-0.062487494,-0.052673634,0.03231076,-0.17300661,0.044666506,0.05153755,-0.08510625,0.018440291,-0.04918325,0.12753499
DUSP6,-0.2740701,-0.110592335,-0.024229854,-0.17595169,-0.041101083,-0.045494623,-0.0865068,0.012024821,-0.053617932,-0.054579616,0.026304645,0.19640905,-0.13024133,-0.0034330823,-0.06992261,0.018369325,-0.027580556,0.1981264,-0.012162598,0.27904558,0.1386609,0.35906422,0.054716118,-0.042091876,-0.088280365,-0.0076401476,0.004069645,0.020997353,0.11705615,-0.04800138,-0.11142698,0.11760727,-0.0767692,-0.021780847,-0.23874465,-0.04736016,0.060017467,0.12743774,-0.11780337,-0.11186017,0.020829033,-0.15092802,0.05024142,0.087325275,-0.08330486,0.091310725,0.08619329,0.21562518,-0.1355157,0.0123627335,-0.009152845,-0.05135116,-0.07535302,-0.068667024,-0.068505004,-0.054329988,-0.0036402494,-0.16402827,0.025516724,0.056302242,-0.077271864,0.0064419946,-0.048477665,0.11871944
DUSP8,-0.18220125,0.05898482,0.03246391,-0.1500292,0.09143953,-0.1113494,0.069076866,0.07954888,0.08318944,-0.14657336,0.099517025,0.056779414,-0.17353693,-0.03473144,0.06865105,-0.013811301,0.030528389,0.14739285,0.018685963,0.09593274,-0.059485316,0.24206495,0.027498432,-0.071993366,-0.1394251,0.12290504,0.022302706,0.08897952,0.011819661,0.06639635,-0.06431946,-0.035999313,0.07623509,0.11099417,-0.11197669,0.02434056,0.061485678,-0.032443825,-0.038626935,0.053408735,-0.08597572,0.024329238,0.033676438,0.13289453,-0.12823598,-0.046788186,0.023519672,0.15480565,0.0861334,0.08073969,-0.059861593,-0.07969959,-0.16886415,-0.031049248,-0.02865998,-0.012890305,-0.030466296,0.013028182,-0.057568934,0.10767673,0.075255536,0.058463886,-0.028252108,0.06155841
DUSP9,-0.3457347,-0.027775433,-0.12869233,-0.19681852,-0.28191742,0.0025542378,-0.21527259,-0.42467353,0.123742685,0.018844081,0.20676894,-0.1443686,-0.05128351,0.43965852,0.22636393,0.32536608,-0.079102874,0.16221866,-0.035865575,0.18452558,0.27462548,0.13560024,0.3615395,0.04891897,-0.05604292,0.082865395,-0.012335472,-0.0346935,0.19905962,-0.14154047,0.17974979,0.035105757,-0.20120937,0.031767495,-0.34382468,-0.10441379,0.47031784,0.20553541,-0.18400861,0.25713116,0.108768776,0.37215164,0.3437629,0.03542139,-0.024682852,0.03127338,-0.12857258,-0.095288485,-0.113851175,0.10213517,0.2104186,-0.023028847,-0.0012396788,-0.2221995,-0.080559306,-0.07491806,0.32942086,-0.2967776,0.07424282,0.011362687,-0.20392473,0.05797465,-0.102176696,0.0713826
MAP2K2,-0.30494326,-0.07434586,-0.06895274,-0.18514033,-0.14360322,-0.02487353,-0.14092219,-0.17496714,0.02230955,-0.022630164,0.097599074,0.029392518,-0.09594295,0.18336287,0.056989748,0.14132369,-0.050227795,0.18167508,-0.021340368,0.21082126,0.19384958,0.2626142,0.18651828,-0.00482695,-0.07290079,0.031144118,-0.0022192486,-0.0032608174,0.1525207,-0.087921955,0.013099294,0.065405436,-0.12936075,0.00060644187,-0.28270745,-0.07166305,0.22289002,0.16184983,-0.1460187,0.034426868,0.05883057,0.075401194,0.17614776,0.06434859,-0.06087178,0.06379308,-0.0057018027,0.083065,-0.12623154,0.050584525,0.0838045,-0.040735595,-0.04337968,-0.13493413,-0.07432168,-0.063331515,0.13764918,-0.22460459,0.044026665,0.037414238,-0.13088137,0.027617142,-0.071961105,0.096395366
PEA15,-0.33578098,-0.013953205,-0.115487814,-0.19485214,-0.2571514,-0.0026270263,-0.19424208,-0.4035106,0.1290837,0.010108462,0.20921245,-0.14246182,-0.054230176,0.4177804,0.22545594,0.30647022,-0.07560831,0.1544514,-0.029346792,0.17592259,0.2509541,0.13073719,0.35059565,0.043185525,-0.058194052,0.094216205,-0.007156253,-0.026796881,0.18802129,-0.12817666,0.17611066,0.02555564,-0.1801498,0.0390801,-0.32225126,-0.09502697,0.45226282,0.19033931,-0.17468236,0.2561197,0.09531227,0.3739761,0.3310612,0.042753857,-0.031028109,0.024662837,-0.124338895,-0.084678374,-0.09567346,0.10349094,0.1975938,-0.027869225,-0.0110495575,-0.21125755,-0.07550482,-0.069707006,0.31208634,-0.272927,0.064355515,0.018323738,-0.18366277,0.06383857,-0.092347085,0.06868646
CCNB1,-0.2740701,-0.110592335,-0.024229854,-0.17595169,-0.041101083,-0.045494623,-0.0865068,0.012024821,-0.053617932,-0.054579616,0.026304645,0.19640905,-0.13024133,-0.0034330823,-0.06992261,0.018369325,-0.027580556,0.1981264,-0.012162598,0.27904558,0.1386609,0.35906422,0.054716118,-0.042091876,-0.088280365,-0.0076401476,0.004069645,0.020997353,0.11705615,-0.04800138,-0.11142698,0.11760727,-0.0767692,-0.021780847,-0.23874465,-0.04736016,0.060017467,0.12743774,-0.11780337,-0.11186017,0.020829033,-0.15092802,0.05024142,0.087325275,-0.08330486,0.091310725,0.08619329,0.21562518,-0.1355157,0.0123627335,-0.009152845,-0.05135116,-0.07535302,-0.068667024,-0.068505004,-0.054329988,-0.0036402494,-0.16402827,0.025516724,0.056302242,-0.077271864,0.0064419946,-0.048477665,0.11871944
POLA1,-0.2740701,-0.110592335,-0.024229854,-0.17595169,-0.041101083,-0.045494623,-0.0865068,0.012024821,-0.053617932,-0.054579616,0.026304645,0.19640905,-0.13024133,-0.0034330823,-0.06992261,0.018369325,-0.027580556,0.1981264,-0.012162598,0.27904558,0.1386609,0.35906422,0.054716118,-0.042091876,-0.088280365,-0.0076401476,0.004069645,0.020997353,0.11705615,-0.04800138,-0.11142698,0.11760727,-0.0767692,-0.021780847,-0.23874465,-0.04736016,0.060017467,0.12743774,-0.11780337,-0.11186017,0.020829033,-0.15092802,0.05024142,0.087325275,-0.08330486,0.091310725,0.08619329,0.21562518,-0.1355157,0.0123627335,-0.009152845,-0.05135116,-0.07535302,-0.068667024,-0.068505004,-0.054329988,-0.0036402494,-0.16402827,0.025516724,0.056302242,-0.077271864,0.0064419946,-0.048477665,0.11871944
POLA2,-0.2740701,-0.110592335,-0.024229854,-0.17595169,-0.041101083,-0.045494623,-0.0865068,0.012024821,-0.053617932,-0.054579616,0.026304645,0.19640905,-0.13024133,-0.0034330823,-0.06992261,0.018369325,-0.027580556,0.1981264,-0.012162598,0.27904558,0.1386609,0.35906422,0.054716118,-0.042091876,-0.088280365,-0.0076401476,0.004069645,0.020997353,0.11705615,-0.04800138,-0.11142698,0.11760727,-0.0767692,-0.021780847,-0.23874465,-0.04736016,0.060017467,0.12743774,-0.11780337,-0.11186017,0.020829033,-0.15092802,0.05024142,0.087325275,-0.08330486,0.091310725,0.08619329,0.21562518,-0.1355157,0.0123627335,-0.009152845,-0.05135116,-0.07535302,-0.068667024,-0.068505004,-0.054329988,-0.0036402494,-0.16402827,0.025516724,0.056302242,-0.077271864,0.0064419946,-0.048477665,0.11871944
PPP2R3B,-0.2740701,-0.110592335,-0.024229854,-0.17595169,-0.041101083,-0.045494623,-0.0865068,0.012024821,-0.053617932,-0.054579616,0.026304645,0.19640905,-0.13024133,-0.0034330823,-0.06992261,0.018369325,-0.027580556,0.1981264,-0.012162598,0.27904558,0.1386609,0.35906422,0.054716118,-0.042091876,-0.088280365,-0.0076401476,0.004069645,0.020997353,0.11705615,-0.04800138,-0.11142698,0.11760727,-0.0767692,-0.021780847,-0.23874465,-0.04736016,0.060017467,0.12743774,-0.11780337,-0.11186017,0.020829033,-0.15092802,0.05024142,0.087325275,-0.08330486,0.091310725,0.08619329,0.21562518,-0.1355157,0.0123627335,-0.009152845,-0.05135116,-0.07535302,-0.068667024,-0.068505004,-0.054329988,-0.0036402494,-0.16402827,0.025516724,0.056302242,-0.077271864,0.0064419946,-0.048477665,0.11871944
PRIM1,-0.37286767,-0.06457895,-0.14568758,-0.20402846,-0.33946744,0.021088323,-0.26684457,-0.48948044,0.11232121,0.04558868,0.20399599,-0.14948584,-0.028204203,0.4979453,0.2221024,0.33727372,-0.096750006,0.17501467,-0.047793485,0.20961963,0.36032218,0.1369634,0.4040493,0.081544444,-0.04462665,0.06713546,-0.019916438,-0.05514284,0.23068224,-0.17827061,0.20890656,0.059388615,-0.25183743,0.012922594,-0.38831854,-0.12663747,0.50018877,0.24612808,-0.20945674,0.24471134,0.14249107,0.37972775,0.37923297,0.027604554,0.018142818,0.07584466,-0.13624644,-0.11734475,-0.16131212,0.0926556,0.25611204,-0.016991982,0.028280392,-0.23761643,-0.08565795,-0.08440673,0.37986517,-0.36118972,0.11647861,-0.006511485,-0.2540604,0.062446833,-0.10308868,0.09890267
RB1,-0.2740701,-0.110592335,-0.024229854,-0.17595169,-0.041101083,-0.045494623,-0.0865068,0.012024821,-0.053617932,-0.054579616,0.026304645,0.19640905,-0.13024133,-0.0034330823,-0.06992261,0.018369325,-0.027580556,0.1981264,-0.012162598,0.27904558,0.1386609,0.35906422,0.054716118,-0.042091876,-0.088280365,-0.0076401476,0.004069645,0.020997353,0.11705615,-0.04800138,-0.11142698,0.11760727,-0.0767692,-0.021780847,-0.23874465,-0.04736016,0.060017467,0.12743774,-0.11780337,-0.11186017,0.020829033,-0.15092802,0.05024142,0.087325275,-0.08330486,0.091310725,0.08619329,0.21562518,-0.1355157,0.0123627335,-0.009152845,-0.05135116,-0.07535302,-0.068667024,-0.068505004,-0.054329988,-0.0036402494,-0.16402827,0.025516724,0.056302242,-0.077271864,0.0064419946,-0.048477665,0.11871944
MCM8,-0.27428803,-0.11014335,-0.024579436,-0.176017,-0.041953996,-0.045874756,-0.08689721,0.010314555,-0.052796364,-0.054349996,0.026308753,0.19480091,-0.12993136,-0.0030245744,-0.06864467,0.018660493,-0.027744967,0.19793437,-0.012225304,0.27829337,0.13908888,0.35805625,0.05595193,-0.041726127,-0.08817228,-0.007156575,0.004024174,0.020821383,0.117308676,-0.04828623,-0.11018686,0.1170489,-0.07714559,-0.02145621,-0.23905966,-0.047534432,0.060327634,0.12763654,-0.11800664,-0.111881,0.021103155,-0.14867586,0.05141317,0.08716942,-0.083059445,0.09100436,0.08528181,0.2143314,-0.13525195,0.0127629265,-0.00829342,-0.051273562,-0.075125776,-0.06922838,-0.06851561,-0.054374244,-0.0023226514,-0.16445868,0.025665531,0.056165766,-0.07765588,0.0067186793,-0.04864423,0.11851989
ORC2,-0.2740701,-0.110592335,-0.024229854,-0.17595169,-0.041101083,-0.045494623,-0.0865068,0.012024821,-0.053617932,-0.054579616,0.026304645,0.19640905,-0.13024133,-0.0034330823,-0.06992261,0.018369325,-0.027580556,0.1981264,-0.012162598,0.27904558,0.1386609,0.35906422,0.054716118,-0.042091876,-0.088280365,-0.0076401476,0.004069645,0.020997353,0.11705615,-0.04800138,-0.11142698,0.11760727,-0.0767692,-0.021780847,-0.23874465,-0.04736016,0.060017467,0.12743774,-0.11780337,-0.11186017,0.020829033,-0.15092802,0.05024142,0.087325275,-0.08330486,0.091310725,0.08619329,0.21562518,-0.1355157,0.0123627335,-0.009152845,-0.05135116,-0.07535302,-0.068667024,-0.068505004,-0.054329988,-0.0036402494,-0.16402827,0.025516724,0.056302242,-0.077271864,0.0064419946,-0.048477665,0.11871944
